playerID,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,nameFirst,nameLast,nameGiven,weight,height,bats,throws,debut,finalGame,retroID,bbrefID,deathDate,birthDate
baneed01,1952,3,22,USA,IL,Chicago,,,,,,,Eddie,Bane,Edward Norman,160,69,R,L,7/4/1973,9/12/1976,banee101,baneed01,,3/22/1952
baneydi01,1946,11,1,USA,CA,Fullerton,,,,,,,Dick,Baney,Richard Lee,185,72,R,R,7/11/1969,10/2/1974,baned101,baneydi01,,11/1/1946
banisje01,1964,1,15,USA,OK,Weatherford,,,,,,,Jeff,Banister,Jeffery Todd,200,74,R,R,7/23/1991,7/23/1991,banij001,banisje01,,1/15/1964
bankhda01,1920,5,3,USA,AL,Empire,1976,5,2,USA,TX,Houston,Dan,Bankhead,Daniel Robert,184,73,R,R,8/26/1947,7/18/1951,bankd101,bankhda01,5/2/1976,5/3/1920
bankhsc01,1963,7,31,USA,NC,Raleigh,,,,,,,Scott,Bankhead,Michael Scott,175,70,R,R,5/25/1986,7/18/1995,banks001,bankhsc01,,7/31/1963
banksbi01,1874,2,26,USA,PA,Danville,1936,9,8,USA,PA,Danville,Bill,Yerrick,William John,150,71,R,R,1895-09-27,1896-09-01,bankb102,banksbi01,9/8/1936,1874-02-26
banksbr01,1970,9,28,USA,AZ,Mesa,,,,,,,Brian,Banks,Brian Glen,200,75,B,R,9/9/1996,9/28/2003,bankb001,banksbr01,,9/28/1970
bankser01,1931,1,31,USA,TX,Dallas,2015,1,23,USA,IL,Chicago,Ernie,Banks,Ernest,180,73,R,R,9/17/1953,9/26/1971,banke101,bankser01,1/23/2015,1/31/1931
banksev01,1893,5,25,USA,GA,Barnesville,1970,2,26,USA,GA,Griffin,Bill,Bankston,Wilborn Everett,180,71,L,R,8/5/1915,9/27/1915,bankb101,banksev01,2/26/1970,1893-05-25
banksge01,1938,9,24,USA,SC,Pacolet Mills,1985,3,1,USA,SC,Spartanburg,George,Banks,George Edward,185,71,R,R,4/15/1962,5/7/1966,bankg101,banksge01,3/1/1985,9/24/1938
banksjo01,1982,7,18,USA,MD,Baltimore,,,,,,,Josh,Banks,Joshua Charles,215,75,R,R,9/11/2007,6/26/2010,bankj001,banksjo01,,7/18/1982
bankswe01,1983,11,23,USA,TX,Dallas,,,,,,,Wes,Bankston,Wesley Wade,215,76,R,R,7/2/2008,7/30/2008,bankw002,bankswe01,,11/23/1983
bankswi01,1969,2,27,USA,NJ,Jersey City,,,,,,,Willie,Banks,Willie Anthony,190,73,R,R,7/31/1991,9/26/2002,bankw001,bankswi01,,2/27/1969
bannial01,1951,9,3,USA,CA,Montebello,,,,,,,Alan,Bannister,Alan,170,71,R,R,7/13/1974,10/6/1985,banna001,bannial01,,9/3/1951
bannibr01,1981,2,28,USA,AZ,Scottsdale,,,,,,,Brian,Bannister,Brian Patrick,202,74,R,R,4/5/2006,9/17/2010,bannb001,bannibr01,,2/28/1981
bannifl01,1955,6,10,USA,SD,Pierre,,,,,,,Floyd,Bannister,Floyd Franklin,190,73,L,L,4/19/1977,8/10/1992,bannf001,bannifl01,,6/10/1955
banniji01,1865,6,11,USA,NY,New York,1952,10,14,USA,MN,St. Paul,Jim,Banning,James M.,150,66,L,R,1888-09-27,1889-05-11,bannj102,banniji01,10/14/1952,1865-06-11
bannoji01,1871,5,5,USA,MA,Amesbury,1948,3,24,USA,NJ,Glen Rock,Jimmy,Bannon,James Henry,160,65,R,R,1893-06-15,1896-08-12,bannj101,bannoji01,3/24/1948,1871-05-05
bannoto01,1869,5,8,USA,MA,Amesbury,1950,1,26,USA,MA,Lynn,Tom,Bannon,Thomas Edward,175,68,R,R,1895-05-10,1896-09-25,bannt101,bannoto01,1/26/1950,1869-05-08
bantaja01,1925,6,24,USA,KS,Hutchinson,2006,9,17,USA,KS,Hutchinson,Jack,Banta,Jackie Kay,175,74,L,R,9/18/1947,6/21/1950,bantj101,bantaja01,9/17/2006,6/24/1925
bantzbr01,1987,1,7,USA,TX,Arlington,,,,,,,Brandon,Bantz,Brandon,205,73,R,R,6/8/2013,6/8/2013,bantb001,bantzbr01,,1/7/1987
banuema01,1991,3,13,Mexico,Durango,Gomez Palacio,,,,,,,Manny,Banuelos,Manuel,215,70,R,L,7/2/2015,9/6/2015,banum001,banuema01,,3/13/1991
baptitr01,1971,12,30,USA,OR,Forest Grove,,,,,,,Travis,Baptist,Travis Steven,195,72,L,L,8/1/1998,9/23/1998,baptt001,baptitr01,,12/30/1971
barajro01,1975,9,5,USA,CA,Ontario,,,,,,,Rod,Barajas,Rodrigo Richard,250,74,R,R,9/25/1999,10/3/2012,barar001,barajro01,,9/5/1975
barbajo01,1992,7,11,USA,FL,Miami,,,,,,,Johnny,Barbato,John Edward,231,73,R,R,4/5/2016,6/22/2018,barbj001,barbajo01,,7/11/1992
barbare01,1920,6,20,USA,SC,Simpsonville,2003,9,27,USA,SC,Simpsonville,Red,Barbary,Donald Odell,190,75,R,R,5/22/1943,5/22/1943,barbr101,barbare01,9/27/2003,6/20/1920
barbawa01,1891,8,11,USA,SC,Greenville,1965,10,28,USA,SC,Greenville,Walter,Barbare,Walter Lawrence,162,72,R,R,9/17/1914,10/1/1922,barbw101,barbawa01,10/28/1965,1891-08-11
barbebr01,1967,8,16,USA,CA,Long Beach,,,,,,,Bret,Barberie,Bret Edward,185,71,B,R,6/16/1991,6/22/1996,barbb001,barbebr01,,8/16/1967
barbebr02,1973,3,4,USA,OH,Hamilton,,,,,,,Brian,Barber,Brian Scott,175,73,R,R,8/12/1995,8/1/1999,barbb002,barbebr02,,3/4/1973
barbech01,1854,,,USA,PA,Philadelphia,1910,11,23,USA,PA,Philadelphia,Charlie,Barber,Charles D.,148,70,R,R,1884-04-17,1884-08-10,barbc101,barbech01,11/23/1910,
barbeda01,1905,5,7,USA,NC,Greensboro,1968,7,1,USA,NC,Albemarle,Dave,Barbee,David Monroe,178,71,R,R,7/29/1926,9/25/1932,barbd101,barbeda01,7/1/1968,5/7/1905
barbefr01,1882,2,3,USA,NY,New Town,1965,5,1,USA,FL,Ocala,Frank,Barberich,Frank Frederick,175,70,B,R,9/17/1907,6/16/1910,barbf101,barbefr01,5/1/1965,1882-02-03
barbeja01,1882,6,10,USA,NY,New York,1969,9,10,USA,WI,Milwaukee,Jap,Barbeau,William Joseph,140,65,R,R,9/27/1905,5/2/1910,barbj101,barbeja01,9/10/1969,1882-06-10
barbest01,1938,2,22,USA,MD,Takoma Park,2007,2,4,USA,NV,Henderson,Steve,Barber,Stephen David,195,72,L,L,4/21/1960,7/31/1974,barbs102,barbest01,2/4/2007,2/22/1938
barbest02,1948,3,13,USA,MI,Grand Rapids,,,,,,,Steve,Barber,Steven Lee,190,73,R,R,4/9/1970,5/6/1971,barbs101,barbest02,,3/13/1948
barbetu01,1893,7,9,USA,TN,Lavinia,1968,10,20,USA,TN,Milan,Turner,Barber,Tyrus Turner,170,71,L,R,8/19/1915,4/30/1923,barbt101,barbetu01,10/20/1968,1893-07-09
barbiji01,1941,9,15,USA,NY,Schenectady,,,,,,,Jim,Barbieri,James Patrick,155,67,L,R,7/5/1966,9/24/1966,barbj102,barbiji01,,9/15/1941
barcelo01,1977,8,10,D.R.,San Pedro de Macoris,San Pedro de Macoris,,,,,,,Lorenzo,Barcelo,Lorenzo Antonio,230,76,R,R,7/22/2000,4/19/2002,barcl001,barcelo01,,8/10/1977
barclcu01,1931,8,22,USA,IL,Chicago,1985,3,25,USA,MT,Missoula,Curt,Barclay,Curtis Cordell,210,75,R,R,4/21/1957,4/16/1959,barcc101,barclcu01,3/25/1985,8/22/1931
barclge01,1876,5,16,USA,PA,Millville,1909,4,3,USA,PA,Philadelphia,George,Barclay,George Oliver,162,70,R,R,4/17/1902,5/30/1905,barcg101,barclge01,4/3/1909,1876-05-16
bardda01,1985,6,25,USA,TX,Houston,,,,,,,Daniel,Bard,Daniel Paul,215,76,R,R,5/13/2009,4/27/2013,bardd001,bardda01,,6/25/1985
bardebr01,1981,4,2,USA,CA,Templeton,,,,,,,Brian,Barden,Brian David,190,71,R,R,4/3/2007,7/2/2010,bardb001,bardebr01,,4/2/1981
bardjo01,1978,3,30,USA,NY,Ithaca,,,,,,,Josh,Bard,Joshua David,225,75,B,R,8/23/2002,9/17/2011,bardj001,bardjo01,,3/30/1978
bardlu01,1990,11,13,USA,NC,Charlotte,,,,,,,Luke,Bard,Luke Francis,202,75,R,R,3/31/2018,4/20/2018,bardl001,bardlu01,,11/13/1990
barera01,1949,4,15,USA,FL,Miami,1994,3,29,USA,FL,Miami,Ray,Bare,Raymond Douglas,185,74,R,R,7/30/1972,5/3/1977,barer101,barera01,3/29/1994,4/15/1949
barfije01,1959,10,29,USA,IL,Joliet,,,,,,,Jesse,Barfield,Jesse Lee,200,73,R,R,9/3/1981,6/17/1992,barfj001,barfije01,,10/29/1959
barfijo01,1964,10,15,USA,AR,Pine Bluff,2016,12,24,USA,AR,Little Rock,John,Barfield,John David,195,73,L,L,9/7/1989,8/1/1991,barfj002,barfijo01,12/24/2016,10/15/1964
barfijo02,1982,12,17,Venezuela,Lara,Barquisimeto,,,,,,,Josh,Barfield,Joshua LaRoy,190,72,R,R,4/3/2006,6/25/2009,barfj003,barfijo02,,12/17/1982
barfocl01,1891,7,8,USA,VA,Richmond,1971,3,11,USA,CA,Highland Park,Clyde,Barfoot,Clyde Raymond,170,72,R,R,4/13/1922,5/24/1926,barfc101,barfocl01,3/11/1971,1891-07-08
bargagr01,1959,1,27,USA,CA,Inglewood,,,,,,,Greg,Bargar,Greg Robert,185,74,R,R,7/17/1983,10/2/1986,bargg001,bargagr01,,1/27/1959
bargecy01,1885,5,18,USA,KY,Jamestown,1964,9,23,USA,KY,Columbia,Cy,Barger,Eros Bolivar,160,72,L,R,8/30/1906,10/2/1915,bargc101,bargecy01,9/23/1964,1885-05-18
barkbr01,1968,8,26,USA,MD,Baltimore,,,,,,,Brian,Bark,Brian Stuart,170,69,L,L,7/6/1995,9/8/1995,barkb001,barkbr01,,8/26/1968
barkeal01,1839,1,18,USA,IN,Lost Creek,1912,9,15,USA,IL,Rockford,Al,Barker,Alfred L.,162,72,,,1871-06-01,1871-06-01,barka101,barkeal01,9/15/1912,1839-01-18
barkean01,1974,9,5,USA,FL,Miami,,,,,,,Andy,Barkett,Andrew Jon,205,73,L,L,5/28/2001,6/24/2001,barka001,barkean01,,9/5/1974
barkegl01,1971,5,10,USA,NY,Albany,,,,,,,Glen,Barker,Glen F.,180,70,B,R,4/7/1999,10/7/2001,barkg001,barkegl01,,5/10/1971
barkeke01,1975,7,26,USA,VA,Bristol,,,,,,,Kevin,Barker,Kevin Stewart,195,74,L,L,8/19/1999,10/4/2009,barkk001,barkeke01,,7/26/1975
barkele01,1955,7,7,USA,KY,Fort Knox,,,,,,,Len,Barker,Leonard Harold,225,77,R,R,9/14/1976,9/26/1987,barkl001,barkele01,,7/7/1955
barkera01,1936,3,12,USA,WV,Martinsburg,2018,5,29,USA,WV,Martinsburg,Ray,Barker,Raymond Herrell,192,72,L,R,9/13/1960,5/21/1967,barkr102,barkera01,5/29/2018,3/12/1936
barkeri01,1972,10,29,USA,MA,Revere,,,,,,,Richie,Barker,Richard Frank,210,74,R,R,4/25/1999,5/5/1999,barkr001,barkeri01,,10/29/1972
barkese01,1980,5,26,USA,CA,Bakersfield,,,,,,,Sean,Barker,Sean Reed,220,75,R,R,6/6/2007,6/15/2007,barks001,barkese01,,5/26/1980
barklbr01,1975,12,8,USA,TX,Conroe,,,,,,,Brian,Barkley,Brian Edward,180,74,L,L,5/28/1998,9/27/1998,barkb002,barklbr01,,12/8/1975
barklje01,1959,11,21,USA,NC,Hickory,,,,,,,Jeff,Barkley,Jeffrey Carver,185,75,B,R,9/16/1984,7/26/1985,barkj001,barklje01,,11/21/1959
barklre01,1912,9,19,USA,TX,Childress,2000,12,12,USA,TX,Waco,Red,Barkley,John Duncan,160,71,R,R,9/2/1937,8/14/1943,barkr101,barklre01,12/12/2000,9/19/1912
barklsa01,1858,5,24,USA,WV,Wheeling,1912,4,20,USA,WV,Wheeling,Sam,Barkley,Samuel W.,180,71,R,R,1884-05-01,1889-07-12,barks101,barklsa01,4/20/1912,1858-05-24
barlial99,1915,4,2,USA,IL,Springfield,1995,12,27,USA,IL,Springfield,Al,Barlick,Albert Joseph,185,71,,,,,barla901,barlial99,12/27/1995,4/2/1915
barlomi01,1948,4,30,USA,NY,Stamford,,,,,,,Mike,Barlow,Michael Roswell,210,78,L,R,6/18/1975,6/8/1981,barlm101,barlomi01,,4/30/1948
barlosc01,1992,12,18,USA,CT,New London,,,,,,,Scott,Barlow,Scott A.,215,75,R,R,4/30/2018,6/10/2018,barls001,barlosc01,,12/18/1992
barloto01,1852,,,USA,NY,,,,,,,,Tom,Barlow,Thomas H.,,,,,1872-05-02,1875-07-30,barlt101,barloto01,,
barmebr01,1929,10,23,USA,IN,Vincennes,2014,1,25,USA,NC,Garner,Bruce,Barmes,Bruce Raymond,165,68,L,R,9/13/1953,9/27/1953,barmb101,barmebr01,1/25/2014,10/23/1929
barmecl01,1979,3,6,USA,IN,Vincennes,,,,,,,Clint,Barmes,Clint Harold,200,73,R,R,9/5/2003,10/4/2015,barmc001,barmecl01,,3/6/1979
barnaba01,1915,3,2,USA,WV,Clarksburg,1972,5,18,USA,WV,Charleston,Babe,Barna,Herbert Paul,210,74,L,R,9/16/1937,7/28/1943,barnb102,barnaba01,5/18/1972,3/2/1915
barnach01,1900,6,12,USA,CO,Russell Gulch,1977,8,16,USA,TX,Waco,Charlie,Barnabe,Charles Edward,164,71,L,L,4/14/1927,5/13/1928,barnc101,barnach01,8/16/1977,6/12/1900
barneau01,1989,12,28,USA,CA,Fullerton,,,,,,,Austin,Barnes,Austin Scott,190,70,R,R,5/24/2015,9/30/2018,barna001,barneau01,,12/28/1989
barnebi01,1858,4,13,USA,MN,Shakopee,1945,7,10,USA,MN,St. Paul,Bill,Barnes,William Horace,175,70,,,1884-09-27,1884-10-13,barnb103,barnebi01,7/10/1945,1858-04-13
barnebo01,1902,1,6,USA,IL,Washburn,1993,12,8,USA,IL,Peoria,Bob,Barnes,Robert Avery,150,71,L,L,7/8/1924,7/10/1924,barnb104,barnebo01,12/8/1993,1/6/1902
barnebr01,1967,3,25,USA,NC,Roanoke Rapids,,,,,,,Brian,Barnes,Brian Keith,170,69,L,L,9/14/1990,7/1/1994,barnb001,barnebr01,,3/25/1967
barnebr02,1986,5,15,USA,CA,Orange,,,,,,,Brandon,Barnes,Brandon Michael,210,74,R,R,8/7/2012,9/30/2018,barnb002,barnebr02,,5/15/1986
barneda01,1985,11,8,USA,OR,Portland,,,,,,,Darwin,Barney,Darwin James Kunane,180,70,R,R,8/12/2010,10/1/2017,barnd001,barneda01,,11/8/1985
barneda02,1989,10,21,USA,NY,Manhasset,,,,,,,Danny,Barnes,Daniel J.,195,73,L,R,8/2/2016,9/25/2018,barnd002,barneda02,,10/21/1989
barneed01,1890,1,23,USA,WI,Amery,1967,10,4,USA,WI,Rice Lake,Ed,Barney,Edmund J.,178,70,L,R,7/22/1915,7/2/1916,barne104,barneed01,10/4/1967,1890-01-23
barneep01,1900,12,1,USA,NY,Ossining,1980,11,17,USA,NY,Mineola,Eppie,Barnes,Everett Duane,175,69,L,R,9/24/1923,9/24/1924,barne101,barneep01,11/17/1980,12/1/1900
barnefr01,1900,1,9,USA,TX,Dallas,1967,9,27,USA,TX,Houston,Frank,Barnes,Frank Samuel,195,74,L,L,4/18/1929,9/26/1930,barnf101,barnefr01,9/27/1967,1/9/1900
barnefr02,1926,8,26,USA,MS,Longwood,2014,10,19,USA,MS,Greenville,Frank,Barnes,Frank,170,72,R,R,9/22/1957,5/14/1960,barnf102,barnefr02,10/19/2014,8/26/1926
barneho01,1900,1,31,USA,NY,Fulton,1981,6,18,USA,NY,Lockport,Honey,Barnes,John Francis,175,70,L,R,4/20/1926,4/20/1926,barnh101,barneho01,6/18/1981,1/31/1900
barneja01,1990,4,14,USA,FL,St. Petersburg,,,,,,,Jacob,Barnes,Jacob Andrew,220,74,R,R,6/3/2016,9/29/2018,barnj002,barneja01,,4/14/1990
barneje01,1892,8,26,USA,OK,Perkins,1961,9,9,USA,NM,Santa Rosa,Jesse,Barnes,Jesse Lawrence,170,72,L,R,7/30/1915,8/20/1927,barnj102,barneje01,9/9/1961,1892-08-26
barnejo01,1976,4,24,USA,CA,San Diego,,,,,,,John,Barnes,John Delbert,205,74,R,R,9/16/2000,8/26/2001,barnj001,barnejo01,,4/24/1976
barneju01,1911,12,1,USA,NC,Linwood,1963,12,31,USA,NC,Jacksonville,Junie,Barnes,Junie Shoaf,170,71,L,L,9/12/1934,9/21/1934,barnj101,barneju01,12/31/1963,12/1/1911
barnela01,1974,7,23,USA,CA,Bakersfield,,,,,,,Larry,Barnes,Larry Richard,195,73,L,L,4/11/2001,7/31/2003,barnl001,barnela01,,7/23/1974
barnelu01,1947,4,28,USA,IA,Forest City,,,,,,,Lute,Barnes,Luther Owens,160,70,R,R,8/6/1972,9/26/1973,barnl102,barnelu01,,4/28/1947
barnema01,1990,6,17,USA,CT,Danbury,,,,,,,Matt,Barnes,Matthew D.,210,76,R,R,9/9/2014,9/30/2018,barnm001,barnema01,,6/17/1990
barnere01,1903,12,25,USA,AL,Suggsville,1959,7,3,USA,AL,Mobile,Red,Barnes,Emile Deering,158,70,L,R,9/29/1927,9/20/1930,barnr104,barnere01,7/3/1959,12/25/1903
barnere02,1924,12,19,USA,NE,Omaha,1997,8,12,USA,MD,Baltimore,Rex,Barney,Rex Edward,185,75,R,R,8/18/1943,9/4/1950,barnr103,barnere02,8/12/1997,12/19/1924
barneri01,1959,7,21,USA,FL,Palm Beach,,,,,,,Rich,Barnes,Richard Monroe,186,76,R,L,7/18/1982,9/25/1983,barnr101,barneri01,,7/21/1959
barnero01,1850,5,8,USA,NY,Mount Morris,1915,2,5,USA,IL,Chicago,Ross,Barnes,Charles Roscoe,145,68,R,R,1871-05-05,1881-09-21,barnr102,barnero01,2/5/1915,1850-05-08
barnesa01,1899,12,18,USA,AL,Suggsville,1981,2,19,USA,AL,Montgomery,Sam,Barnes,Samuel Thomas,150,68,L,R,9/14/1921,10/2/1921,barns101,barnesa01,2/19/1981,1899-12-18
barnesc01,1987,9,5,USA,MA,Springfield,,,,,,,Scott,Barnes,Scott Michael,200,76,L,L,5/30/2012,5/31/2013,barns002,barnesc01,,9/5/1987
barnesk01,1957,3,3,USA,OH,Cincinnati,,,,,,,Skeeter,Barnes,William Henry,175,71,R,R,9/6/1983,6/20/1994,barns001,barnesk01,,3/3/1957
barneto01,1983,11,9,USA,AK,Anchorage,,,,,,,Tony,Barnette,Anthony Lee,190,73,R,R,4/5/2016,7/3/2018,barnt002,barneto01,,11/9/1983
barnevi01,1897,3,5,USA,KS,Ontario,1958,7,24,USA,KS,Wichita,Virgil,Barnes,Virgil Jennings,165,72,R,R,9/25/1919,9/15/1928,barnv101,barnevi01,7/24/1958,1897-03-05
barnhcl01,1895,12,29,USA,PA,Buck Valley,1980,1,21,USA,MD,Hagerstown,Clyde,Barnhart,Clyde Lee,155,70,R,R,9/22/1920,8/23/1928,barnc102,barnhcl01,1/21/1980,1895-12-29
barnhed01,1904,9,16,USA,MO,Providence,1984,9,14,USA,MO,Columbia,Edgar,Barnhart,Edgar Vernon,160,70,L,R,9/23/1924,9/23/1924,barne103,barnhed01,9/14/1984,9/16/1904
barnhle01,1905,2,23,USA,KS,Hoxie,1971,10,7,USA,AZ,Scottsdale,Les,Barnhart,Leslie Earl,180,72,R,R,9/22/1928,9/27/1930,barnl101,barnhle01,10/7/1971,2/23/1905
barnhtu01,1991,1,7,USA,IN,Indianapolis,,,,,,,Tucker,Barnhart,Tucker Jackson,192,71,B,R,4/3/2014,9/30/2018,barnt001,barnhtu01,,1/7/1991
barnhvi01,1922,9,1,USA,MD,Hagerstown,2017,4,13,USA,MD,Hagerstown,Vic,Barnhart,Victor Dee,188,72,R,R,10/1/1944,4/21/1946,barnv102,barnhvi01,4/13/2017,9/1/1922
barnibi01,1853,1,26,USA,NY,New York,1900,7,15,USA,CT,Hartford,Billy,Barnie,William Harrison,157,67,,R,1874-05-07,1886-06-28,barnb101,barnibi01,7/15/1900,1853-01-26
barnige01,1917,8,26,USA,MA,Fitchburg,1990,10,10,USA,FL,Largo,George,Barnicle,George Bernard,175,74,R,R,9/6/1939,4/19/1941,barng101,barnige01,10/10/1990,8/26/1917
barnoed01,1943,8,23,USA,PA,Scranton,2017,10,17,USA,FL,Naples,Ed,Barnowski,Edward Anthony,195,74,R,R,9/8/1965,9/16/1966,barne102,barnoed01,10/17/2017,8/23/1943
barnwch01,1979,3,1,USA,FL,Jacksonville,,,,,,,Chris,Barnwell,Christopher Edward,180,70,R,R,6/20/2006,7/25/2006,barnc001,barnwch01,,3/1/1979
barojsa01,1957,6,16,Mexico,Veracruz,Cordoba,,,,,,,Salome,Barojas,Salome,160,69,R,R,4/11/1982,9/26/1988,baros001,barojsa01,,6/16/1957
baronda01,1983,4,24,USA,CA,San Jose,,,,,,,Daniel,Barone,Daniel Edward,185,74,R,R,8/10/2007,9/26/2007,barod001,baronda01,,4/24/1983
barondi01,1932,10,13,USA,CA,San Jose,2015,4,23,USA,CA,Hollister,Dick,Barone,Richard Anthony,165,69,R,R,9/22/1960,9/30/1960,barod101,barondi01,4/23/2015,10/13/1932
baronst01,1990,12,7,USA,FL,Miami,,,,,,,Steven,Baron,Steven Phillip,205,72,R,R,9/9/2015,5/19/2018,baros002,baronst01,,12/7/1990
barracu01,1932,6,20,USA,CA,Sacramento,,,,,,,Cuno,Barragan,Facundo Anthony,180,71,R,R,9/1/1961,4/21/1963,barrc101,barracu01,,6/20/1932
barrage01,1956,10,19,Mexico,Veracruz,Veracruz,,,,,,,German,Barranca,German,160,72,L,R,9/2/1979,7/11/1982,barrg101,barrage01,,10/19/1956
barraky01,1990,5,23,USA,CA,Santa Clara,,,,,,,Kyle,Barraclough,Kyle David,225,75,R,R,8/7/2015,9/29/2018,barrk002,barraky01,,5/23/1990
barrbo01,1856,12,,USA,DC,Washington,1930,3,11,USA,DC,Washington,Bob,Barr,Robert McClelland,192,73,R,R,1883-06-23,1891-09-12,barrb101,barrbo01,3/11/1930,
barrbo02,1908,3,12,USA,MA,Newton,2002,7,25,USA,NH,Dover,Bob,Barr,Robert Alexander,175,72,R,R,9/11/1935,9/14/1935,barrb103,barrbo02,7/25/2002,3/12/1908
barre01,,,,USA,NY,Brooklyn,,,,,,,John,Barrett,John,,,,,1872-09-18,1872-10-31,barru101,barre01,,
barreaa01,1988,1,2,USA,IN,Evansville,,,,,,,Aaron,Barrett,Aaron James,230,75,R,R,3/31/2014,8/5/2015,barra001,barreaa01,,1/2/1988
barrebi01,,,,USA,MD,Baltimore,,,,,,,Bill,Barrett,William,,,,,1871-07-08,1873-10-18,barrb102,barrebi01,,
barrebi02,1900,5,28,USA,MA,Cambridge,1951,1,26,USA,MA,Cambridge,Bill,Barrett,William Joseph,175,72,R,R,5/13/1921,5/31/1930,barrb105,barrebi02,1/26/1951,5/28/1900
barrebo01,1899,1,27,USA,GA,Atlanta,1982,1,18,USA,GA,Atlanta,Bob,Barrett,Robert Schley,175,71,R,R,4/30/1923,8/1/1929,barrb104,barrebo01,1/18/1982,1899-01-27
barredi01,1906,9,28,USA,PA,Montoursville,1966,10,30,USA,WA,Seattle,Dick,Barrett,Tracy Souter,175,69,R,R,6/27/1933,9/30/1945,barrd101,barredi01,10/30/1966,9/28/1906
barrefr01,1913,7,1,USA,FL,Fort Lauderdale,1998,3,6,USA,FL,Leesburg,Frank,Barrett,Francis Joseph,173,74,R,R,10/1/1939,9/15/1950,barrf104,barrefr01,3/6/1998,7/1/1913
barrefr02,1996,2,27,Venezuela,Distrito Federal,Caracas,,,,,,,Franklin,Barreto,Franklin Jose,190,70,R,R,6/24/2017,9/30/2018,barrf001,barrefr02,,2/27/1996
barreja01,1991,7,22,USA,CA,Upland,,,,,,,Jake,Barrett,Jake Dalton,240,74,R,R,4/4/2016,9/30/2018,barrj002,barreja01,,7/22/1991
barreji01,1875,3,28,USA,MA,Athol,1921,10,25,USA,MI,Detroit,Jimmy,Barrett,James Erigena,170,67,L,R,1899-09-13,5/13/1908,barrj103,barreji01,10/25/1921,1875-03-28
barrejo01,1915,12,18,USA,MA,Lowell,1974,8,17,USA,NH,Seabrook Beach,Johnny,Barrett,John Joseph,170,70,L,L,4/14/1942,9/26/1946,barrj106,barrejo01,8/17/1974,12/18/1915
barrema01,1860,11,,USA,NY,Port Henry,1910,1,29,USA,MA,Holyoke,Marty,Barrett,Martin F.,170,69,R,R,1884-06-24,1884-10-15,barrm101,barrema01,1/29/1910,
barrema02,1958,6,23,USA,CA,Arcadia,,,,,,,Marty,Barrett,Martin Glenn,175,70,R,R,9/6/1982,5/7/1991,barrm001,barrema02,,6/23/1958
barremi01,1976,10,22,USA,GA,Atlanta,,,,,,,Michael,Barrett,Michael Patrick,185,75,R,R,9/19/1998,4/17/2009,barrm003,barremi01,,10/22/1976
barrere01,1915,2,14,USA,CA,Santa Barbara,1990,7,28,USA,NC,Wilson,Red,Barrett,Charles Henry,183,71,R,R,9/15/1937,9/29/1949,barrr101,barrere01,7/28/1990,2/14/1915
barreti01,1961,1,24,USA,IN,Huntingburg,,,,,,,Tim,Barrett,Timothy Wayne,185,73,L,R,7/18/1988,8/9/1988,barrt001,barreti01,,1/24/1961
barreto01,1960,4,2,USA,CA,San Fernando,,,,,,,Tom,Barrett,Thomas Loren,157,69,B,R,7/2/1988,8/16/1992,barrt002,barreto01,,4/2/1960
barrifr01,1953,6,10,Mexico,Sonora,Hermosillo,1982,4,9,Mexico,Sonora,Hermosillo,Francisco,Barrios,Francisco Javier,155,71,R,R,8/18/1974,6/3/1981,barrf101,barrifr01,4/9/1982,6/10/1953
barrija01,1996,7,18,Panama,Panama,Panama,,,,,,,Jaime,Barria,Jaime Jonathan,210,73,R,R,4/11/2018,9/28/2018,barrj003,barrija01,,7/18/1996
barrijo01,1957,6,26,USA,NY,New York,,,,,,,Jose,Barrios,Jose Manuel,195,76,R,R,4/23/1982,5/7/1982,barrj102,barrijo01,,6/26/1957
barrima01,1974,9,21,Panama,Chiriqui,Cabecera,,,,,,,Manuel,Barrios,Manuel Antonio,170,72,R,R,9/16/1997,7/3/1998,barrm002,barrima01,,9/21/1974
barriyh01,1991,12,1,Colombia,Bolivar,Cartagena,,,,,,,Yhonathan,Barrios,Yhonathan,205,70,B,R,9/24/2015,10/4/2015,barry001,barriyh01,,12/1/1991
barrji01,1948,2,10,USA,CA,Lynwood,,,,,,,Jim,Barr,James Leland,205,75,R,R,7/31/1971,10/2/1983,barrj101,barrji01,,2/10/1948
barrocu01,1883,10,20,USA,ME,Gray,1955,2,10,USA,ME,Gorham,Cuke,Barrows,Roland,158,68,R,L,9/18/1909,9/10/1912,barrc102,barrocu01,2/10/1955,1883-10-20
barroed99,1868,5,10,USA,IL,Springfield,1953,12,15,USA,NY,Port Chester,Ed,Barrow,Edward Grant,,,,,,,barre801,barroed99,12/15/1953,1868-05-10
barrofr01,1844,10,22,USA,OH,Hudson,1922,2,6,USA,MA,Fitchburg,Frank,Barrows,Franklin Lee,,,,,1871-05-20,1871-10-07,barrf102,barrofr01,2/6/1922,1844-10-22
barrofr02,1890,8,6,USA,WV,St. Marys,1964,9,18,USA,WV,St. Marys,Frank,Barron,Frank John,175,73,L,L,8/19/1914,8/19/1914,barrf103,barrofr02,9/18/1964,1890-08-06
